date,decimal,to go
351983,9595,371862
961319,9609,371861
961318,9610,371860
131854,9611,371859
6131854,9611,371858
781038,9629,371857
971647,9639,371856
971646,9640,371855
651438,9644,371854
411237,9661,371853
251611,9677,371852
2251611,9677,371851
251610,9678,371850
2251610,9678,371849
161051,9679,371848
5161051,9679,371847
161050,9680,371846
5161050,9680,371845
761183,9712,371844
611830,9714,371843
8301305,9717,371842
651057,9752,371841
981579,9770,371840
141021,9811,371839
141020,9812,371838
651341,9838,371837
341056,9841,371836
341055,9842,371835
421625,9856,371834
421624,9857,371833
391404,9864,371832
391403,9865,371831
691209,9891,371830
931066,9934,371829
931065,9935,371828
461013,9957,371827
461012,9958,371826
6101265,9959,371825
6101264,9960,371824
881592,9981,371823
661989,10015,371822
661988,10016,371821
751874,10039,371820
551297,10048,371819
551296,10049,371818
341807,10109,371817
941598,10122,371816
941597,10123,371815
791595,10127,371814
791594,10128,371813
521483,10140,371812
521482,10141,371811
661568,10154,371810
661567,10155,371809
641655,10173,371808
641654,10174,371807
321704,10180,371806
521329,10191,371805
291694,10200,371804
5291694,10200,371803
941459,10205,371802
532019,10218,371801
532018,10219,371800
3201868,10220,371799
791511,10242,371798
791510,10243,371797
151072,10244,371796
9151072,10244,371795
151071,10245,371794
9151071,10245,371793
1071638,10247,371792
1071637,10248,371791
421087,10285,371790
871426,10289,371789
261349,10294,371788
4261349,10294,371787
561513,10304,371786
151385,10305,371785
6151385,10305,371784
151384,10307,371783
6151384,10307,371782
871376,10312,371781
871375,10313,371780
471017,10321,371779
7101788,10322,371778
7101787,10324,371777
731042,10330,371776
241339,10391,371775
5241339,10391,371774
391147,10413,371773
911473,10414,371772
222011,10433,371771
5222011,10433,371770
222010,10434,371769
5222010,10434,371768
2201068,10435,371767
471646,10448,371766
521267,10466,371765
521266,10467,371764
341967,10477,371763
551667,10500,371762
611965,10542,371761
611964,10544,371760
961628,10548,371759
961627,10549,371758
951827,10558,371757
551767,10578,371756
651589,10584,371755
551909,10591,371754
481069,10607,371753
481068,10608,371752
731960,10650,371751
411463,10685,371750
651343,10697,371749
461471,10727,371748
461470,10729,371747
961697,10733,371746
961696,10734,371745
991383,10767,371744
991382,10769,371743
681857,10779,371742
571032,10783,371741
571031,10784,371740
1031888,10786,371739
1031887,10787,371738
431974,10808,371737
431068,10835,371736
811374,10890,371735
811373,10891,371734
261596,10913,371733
9261596,10913,371732
261595,10916,371731
9261595,10916,371730
471197,10948,371729
711973,10949,371728
711972,10952,371727
941806,10963,371726
941805,10965,371725
251236,10976,371724
3251236,10976,371723
271383,11004,371722
5271383,11004,371721
831591,11008,371720
591257,11011,371719
591256,11012,371718
951964,11022,371717
691427,11038,371716
941532,11051,371715
361005,11057,371714
361004,11058,371713
881986,11069,371712
881985,11070,371711
551707,11074,371710
551706,11075,371709
941217,11081,371708
121735,11083,371707
4121735,11083,371706
7301676,11100,371705
561249,11124,371704
591525,11175,371703
981831,11188,371702
831341,11191,371701
341129,11194,371700
411290,11197,371699
981352,11209,371698
511734,11217,371697
511733,11218,371696
441138,11242,371695
441137,11243,371694
411376,11243,371693
311836,11260,371692
891754,11274,371691
621845,11294,371690
631279,11312,371689
531830,11343,371688
791601,11364,371687
931794,11373,371686
171859,11381,371685
561135,11414,371684
561134,11416,371683
611349,11416,371682
3301735,11437,371681
811686,11451,371680
811685,11452,371679
531171,11460,371678
531170,11463,371677
311709,11463,371676
5311709,11463,371675
691784,11509,371674
691783,11510,371673
951298,11524,371672
441729,11532,371671
351954,11538,371670
351953,11539,371669
651558,11569,371668
651557,11570,371667
261120,11597,371666
2261120,11597,371665
611201,11597,371664
611200,11598,371663
112009,11598,371662
6112009,11598,371661
731081,11605,371660
731080,11606,371659
341605,11632,371658
1262008,11655,371657
262008,11655,371656
1262008,11655,371655
941469,11679,371654
751649,11685,371653
271885,11712,371652
2271885,11712,371651
851597,11716,371650
971118,11734,371649
971117,11735,371648
711178,11735,371647
711177,11736,371646
111778,11736,371645
7111778,11736,371644
111777,11737,371643
7111777,11737,371642
761226,11745,371641
761225,11746,371640
771882,11757,371639
771881,11759,371638
881968,11760,371637
981269,11771,371636
981268,11772,371635
581705,11779,371634
621674,11816,371633
741192,11820,371632
741191,11821,371631
411919,11821,371630
411918,11822,371629
191863,11823,371628
1191863,11823,371627
1191863,11823,371626
191862,11824,371625
1191862,11824,371624
1191862,11824,371623
671516,11837,371622
671515,11838,371621
151578,11839,371620
7151578,11839,371619
151577,11841,371618
7151577,11841,371617
391760,11859,371616
761436,11883,371615
641205,11888,371614
641204,11889,371613
921824,11895,371612
921823,11896,371611
341969,11910,371610
341968,11912,371609
861182,11918,371608
861181,11919,371607
611816,11919,371606
611815,11920,371605
181558,11921,371604
1181558,11921,371603
1181558,11921,371602
581587,11925,371601
381017,11941,371600
8101712,11943,371599
171216,11945,371598
10171216,11945,371597
171215,11946,371596
10171215,11946,371595
121586,11947,371594
7121586,11947,371593
121585,11948,371592
7121585,11948,371591
421637,11998,371590
371406,12002,371589
561869,12014,371588
561868,12016,371587
641123,12021,371586
641122,12022,371585
411228,12022,371584
821407,12028,371583
551004,12039,371582
241049,12045,371581
4241049,12045,371580
241048,12047,371579
4241048,12047,371578
871182,12075,371577
871181,12076,371576
711819,12076,371575
181909,12078,371574
1181909,12078,371573
1181909,12078,371572
331442,12090,371571
421829,12094,371570
421828,12095,371569
661810,12102,371568
181031,12103,371567
6181031,12103,371566
1031007,12106,371565
981597,12120,371564
981596,12121,371563
772009,12128,371562
961344,12138,371561
961343,12139,371560
861485,12148,371559
861484,12149,371558
941785,12154,371557
171808,12161,371556
171807,12162,371555
681085,12171,371554
981392,12198,371553
921351,12202,371552
921350,12203,371551
221965,12213,371550
4221965,12213,371549
221964,12214,371548
4221964,12214,371547
491513,12221,371546
491512,12222,371545
151264,12223,371544
9151264,12223,371543
9151263,12224,371542
832001,12236,371541
971801,12260,371540
461343,12266,371539
921003,12295,371538
541509,12302,371537
541508,12303,371536
341655,12364,371535
681138,12388,371534
811382,12389,371533
811381,12390,371532
381855,12392,371531
551059,12397,371530
451415,12436,371529
451414,12437,371528
141468,12438,371527
5141468,12438,371526
141467,12439,371525
5141467,12439,371524
971643,12459,371523
971642,12460,371522
951381,12471,371521
951380,12472,371520
151542,12487,371519
221943,12494,371518
2221943,12494,371517
291302,12500,371516
3291302,12500,371515
391254,12508,371514
391253,12509,371513
591503,12517,371512
251118,12531,371511
3251118,12531,371510
251117,12532,371509
3251117,12532,371508
511175,12532,371507
111749,12533,371506
5111749,12533,371505
491569,12538,371504
691745,12543,371503
271494,12550,371502
331516,12556,371501
331515,12557,371500
151559,12558,371499
3151559,12558,371498
151558,12559,371497
3151558,12559,371496
221641,12570,371495
9221641,12570,371494
221640,12572,371493
9221640,12572,371492
291011,12579,371491
9101129,12581,371490
1011290,12583,371489
521816,12590,371488
521815,12591,371487
181576,12592,371486
2181576,12592,371485
831823,12603,371484
261119,12615,371483
3261119,12615,371482
611191,12616,371481
111913,12617,371480
6111913,12617,371479
111912,12618,371478
6111912,12618,371477
191280,12620,371476
1191280,12620,371475
1191280,12620,371474
11191280,12620,371473
561902,12632,371472
6301639,12642,371471
391148,12646,371470
911477,12647,371469
331486,12656,371468
331485,12657,371467
391078,12663,371466
391077,12664,371465
761175,12679,371464
761174,12680,371463
611747,12680,371462
611746,12681,371461
671169,12689,371460
711694,12690,371459
941478,12694,371458
941477,12695,371457
421441,12701,371456
441111,12704,371455
411113,12705,371454
411112,12706,371453
111126,12706,371452
4111126,12706,371451
111264,12707,371450
1111264,12707,371449
1111264,12707,371448
111263,12708,371447
1111263,12708,371446
1111263,12708,371445
871361,12719,371444
361011,12722,371443
6101102,12724,371442
1011023,12725,371441
641025,12739,371440
641024,12740,371439
641766,12758,371438
681349,12776,371437
471984,12801,371436
471983,12803,371435
781543,12812,371434
221167,12818,371433
3221167,12818,371432
221166,12819,371431
3221166,12819,371430
211669,12819,371429
2211669,12819,371428
691225,12823,371427
691224,12824,371426
641591,12829,371425
591178,12832,371424
591177,12833,371423
911777,12833,371422
911776,12834,371421
861462,12852,371420
861461,12853,371419
461865,12855,371418
681269,12866,371417
681268,12867,371416
241611,12885,371415
4241611,12885,371414
241610,12886,371413
4241610,12886,371412
161079,12887,371411
4161079,12887,371410
161078,12888,371409
4161078,12888,371408
681421,12899,371407
681420,12900,371406
541436,12915,371405
361315,12919,371404
361314,12920,371403
131462,12921,371402
6131462,12921,371401
821026,12929,371400
821025,12930,371399
941738,12935,371398
941737,12936,371397
571363,12952,371396
571362,12953,371395
751675,12958,371394
751674,12959,371393
891895,12968,371392
891894,12969,371391
441335,12984,371390
661399,13018,371389
991999,13023,371388
641336,13040,371387
221789,13047,371386
2221789,13047,371385
561889,13075,371384
891651,13079,371383
651250,13083,371382
271984,13099,371381
5271984,13099,371380
271983,13100,371379
5271983,13100,371378
751789,13134,371377
751788,13135,371376
852014,13139,371375
5201439,13142,371374
571048,13151,371373
481195,13155,371372
811949,13157,371371
231559,13180,371370
4231559,13180,371369
461491,13193,371368
1031824,13212,371367
1031823,13213,371366
731305,13241,371365
391350,13262,371364
261243,13291,371363
4261243,13291,371362
261242,13292,371361
4261242,13292,371360
271307,13311,371359
7271307,13311,371358
691709,13320,371357
951184,13360,371356
511840,13362,371355
151058,13403,371354
7151058,13403,371353
821049,13425,371352
551648,13450,371351
261134,13457,371350
3261134,13457,371349
611341,13458,371348
341461,13461,371347
461107,13464,371346
611068,13465,371345
461106,13465,371344
851490,13529,371343
932019,13538,371342
3201992,13539,371341
3201991,13542,371340
991997,13542,371339
991996,13543,371338
851718,13551,371337
171839,13554,371336
5171839,13554,371335
691345,13562,371334
281716,13587,371333
281715,13588,371332
171566,13589,371331
8171566,13589,371330
171565,13590,371329
8171565,13590,371328
551566,13594,371327
551565,13595,371326
661114,13601,371325
661113,13602,371324
611136,13602,371323
611135,13604,371322
111359,13604,371321
6111359,13604,371320
231123,13610,371319
8231123,13610,371318
231122,13611,371317
8231122,13611,371316
311225,13611,371315
491451,13626,371314
491450,13628,371313
971576,13632,371312
971575,13633,371311
931535,13646,371310
351909,13650,371309
1071195,13659,371308
1071194,13660,371307
711946,13660,371306
711945,13661,371305
661504,13678,371304
661503,13679,371303
881798,13697,371302
881797,13698,371301
751948,13702,371300
751947,13703,371299
6101371,13711,371298
371500,13715,371297
991721,13723,371296
721002,13726,371295
222013,13731,371294
2201335,13733,371293
131060,13741,371292
391542,13748,371291
391541,13749,371290
541589,13752,371289
371178,13761,371288
371177,13762,371287
711779,13762,371286
891918,13781,371285
891917,13782,371284
191792,13783,371283
9191792,13783,371282
191791,13784,371281
9191791,13784,371280
791552,13786,371279
241719,13792,371278
2241719,13792,371277
241718,13794,371276
2241718,13794,371275
171896,13794,371274
4171896,13794,371273
171895,13795,371272
4171895,13795,371271
361681,13802,371270
361680,13803,371269
741234,13811,371268
341934,13815,371267
341933,13817,371266
842022,13822,371265
842021,13823,371264
531953,13847,371263
531351,13851,371262
351033,13854,371261
331148,13858,371260
331147,13859,371259
311476,13859,371258
3311476,13859,371257
491199,13868,371256
911995,13868,371255
361935,13886,371254
791494,13906,371253
941939,13910,371252
421664,13945,371251
791471,13957,371250
471087,13960,371249
471086,13963,371248
431573,13969,371247
381537,14006,371246
961546,14015,371245
961545,14016,371244
891094,14030,371243
891093,14031,371242
371713,14035,371241
371712,14036,371240
171262,14037,371239
7171262,14037,371238
621828,14041,371237
481124,14052,371236
481123,14053,371235
811239,14053,371234
811238,14054,371233
221429,14066,371232
8221429,14066,371231
261339,14097,371230
261338,14098,371229
381844,14128,371228
381843,14129,371227
341004,14154,371226
341003,14155,371225
541392,14198,371224
941000,14206,371223
641302,14227,371222
641301,14228,371221
1301782,14230,371220
1301781,14232,371219
781966,14233,371218
971557,14243,371217
541946,14252,371216
391297,14268,371215
391434,14276,371214
391433,14277,371213
781139,14309,371212
811395,14310,371211
811394,14312,371210
861648,14317,371209
861647,14318,371208
471408,14325,371207
471407,14326,371206
741118,14379,371205
411183,14380,371204
411182,14381,371203
111826,14381,371202
4111826,14381,371201
111825,14382,371200
4111825,14382,371199
581489,14401,371198
961274,14408,371197
961273,14411,371196
841344,14416,371195
431537,14445,371194
371011,14449,371193
7101127,14451,371192
1011275,14452,371191
1011274,14453,371190
241239,14495,371189
8241239,14495,371188
861919,14513,371187
191967,14514,371186
6191967,14514,371185
191966,14515,371184
6191966,14515,371183
332012,14532,371182
3201210,14535,371181
121032,14536,371180
121031,14537,371179
1031843,14539,371178
951162,14553,371177
511620,14555,371176
441276,14568,371175
761729,14572,371174
761728,14573,371173
451207,14599,371172
581196,14612,371171
581195,14613,371170
811958,14613,371169
491809,14623,371168
461671,14658,371167
461670,14659,371166
341911,14679,371165
191103,14681,371164
4191103,14681,371163
911026,14682,371162
191102,14682,371161
4191102,14682,371160
341632,14688,371159
341631,14689,371158
631571,14691,371157
571474,14694,371156
841991,14716,371155
841990,14717,371154
761129,14722,371153
761128,14723,371152
611287,14723,371151
591139,14733,371150
911394,14734,371149
911393,14735,371148
431668,14747,371147
831763,14754,371146
541707,14767,371145
851409,14800,371144
261901,14836,371143
7261901,14836,371142
261900,14837,371141
7261900,14837,371140
591060,14857,371139
531315,14888,371138
131534,14890,371137
3131534,14890,371136
131533,14891,371135
3131533,14891,371134
371839,14895,371133
371838,14896,371132
561786,14905,371131
371698,14916,371130
371697,14917,371129
741830,14925,371128
591482,14938,371127
591481,14939,371126
481616,14941,371125
161640,14944,371124
8161640,14944,371123
321314,14960,371122
321313,14961,371121
131389,14963,371120
2131389,14963,371119
371031,14987,371118
1031151,14990,371117
1031150,14991,371116
311509,14991,371115
10311509,14991,371114
311508,14993,371113
10311508,14993,371112
431139,15020,371111
311395,15020,371110
951436,15024,371109
951435,15025,371108
741722,15030,371107
221976,15034,371106
7221976,15034,371105
221975,15036,371104
7221975,15036,371103
961269,15067,371102
691572,15071,371101
541958,15163,371100
541957,15164,371099
421619,15179,371098
161981,15180,371097
2161981,15180,371096
981341,15183,371095
981340,15184,371094
541118,15194,371093
541117,15195,371092
411177,15195,371091
411176,15196,371090
111767,15196,371089
4111767,15196,371088
111766,15197,371087
4111766,15197,371086
831187,15203,371085
831186,15204,371084
311865,15204,371083
